"","frequency","pct"
"0",1062,0.455989695148132
"1",461,0.197939029626449
"2",395,0.169600686990125
"3",246,0.105624731644483
"4",98,0.0420781451266638
"5",36,0.0154572778016316
"6",22,0.0094461142121082
"7",4,0.0017174753112924
"8",3,0.0012881064834693
"10",1,0.0004293688278231
"13",1,0.0004293688278231
